50,0
51,0
52,0
53,0
54,-1.96E-04
55,-4.37E-04
56,-6.78E-04
57,-8.91E-04
58,-0.001043784
59,-0.00110224
60,-0.001031821
61,-7.99E-04
62,-3.75E-04
63,2.67E-04
64,0.001144457
65,0.002268696
66,0.003643367
67,0.005264636
68,0.007122277
69,0.009201364
70,0.011484579
71,0.013955043
72,0.0165995
73,0.019411666
74,0.022395507
75,0.025568233
76,0.02896274
77,0.032629322
78,0.036636437
79,0.04107042
80,0.046034042
81,0.051643935
82,0.058026923
83,0.065315406
84,0.073641985
85,0.083133596
86,0.093905418
87,0.106054906
88,0.119656234
89,0.134755478
90,0.151366796
91,0.16946983
92,0.18900847
93,0.209891075
94,0.231992123
95,0.255155226
96,0.279197326
97,0.303913864
98,0.329084625
99,0.354479963
100,0.379867075
101,0.405016008
102,0.42970512
103,0.453725737
104,0.476885856
105,0.499012748
106,0.519954468
107,0.539580281
108,0.557780142
109,0.574463393
110,0.589556893
111,0.603002828
112,0.614756456
113,0.624784016
114,0.633061016
115,0.639571059
116,0.644305303
117,0.647262595
118,0.648450234
119,0.647885279
120,0.645596223
121,0.641624847
122,0.636028018
123,0.62887919
124,0.620269385
125,0.610307458
126,0.599119491
127,0.586847239
128,0.5736456
129,0.559679177
130,0.545118059
131,0.530133022
132,0.514890397
133,0.499546898
134,0.484244722
135,0.469107209
136,0.454235359
137,0.439705419
138,0.425567723
139,0.411846875
140,0.398543278
141,0.385635933
142,0.373086354
143,0.360843355
144,0.348848427
145,0.337041357
146,0.325365752
147,0.313774122
148,0.302232188
149,0.290722168
150,0.279244818
151,0.267820127
152,0.256486616
153,0.245299301
154,0.234326475
155,0.223645517
156,0.213338011
157,0.203484507
158,0.194159268
159,0.185425342
160,0.177330281
161,0.169902797
162,0.163150543
163,0.157059177
164,0.151592756
165,0.146695426
166,0.142294295
167,0.138303299
168,0.134627819
169,0.131169738
170,0.127832649
171,0.124526862
172,0.121173944
173,0.117710493
174,0.114090962
175,0.110289368
176,0.106299823
177,0.102135878
178,0.097828763
179,0.093424661
180,0.088981211
181,0.084563474
182,0.080239632
183,0.076076678
184,0.072136363
185,0.068471632
186,0.06512373
187,0.062120142
188,0.059473434
189,0.057181026
190,0.05522587
191,0.053577939
192,0.052196399
193,0.051032298
194,0.050031575
195,0.049138205
196,0.048297268
197,0.047457776
198,0.046575102
199,0.045612882
200,0.044544331
201,0.043352918
202,0.042032413
203,0.040586353
204,0.039026984
205,0.037373812
206,0.035651849
207,0.033889705
208,0.032117643
209,0.030365712
210,0.028662072
211,0.027031586
212,0.025494733
213,0.024066886
214,0.022757955
215,0.021572374
216,0.020509402
217,0.019563692
218,0.018726038
219,0.017984272
220,0.017324201
221,0.016730554
222,0.016187857
223,0.015681208
224,0.015196916
225,0.014722975
226,0.014249387
227,0.013768322
228,0.013274134
229,0.012763273
230,0.012234091
231,0.011686601
232,0.011122188
233,0.010543327
234,0.009953302
235,0.009355963
236,0.008755512
237,0.008156337
238,0.007562881
239,0.006979549
240,0.006410641
241,0.005860297
242,0.005332458
243,0.004830818
244,0.004358769
245,0.003919339
246,0.003515115
247,0.003148153
248,0.002819891
249,0.002531059
250,0.002281598
251,0.002070609
252,0.001896315
253,0.001756071
254,0.001646409
255,0.001563122
256,0.001501392
257,0.001455957
258,0.001421304
259,0.00139189
260,0.001362365
261,0.001327796
262,0.001283885
263,0.001227145
264,0.001155047
265,0.001066124
266,9.60E-04
267,8.37E-04
268,7.00E-04
269,5.51E-04
270,3.93E-04
271,2.30E-04
272,6.66E-05
273,-9.30E-05
274,-2.45E-04
275,-3.85E-04
276,-5.11E-04
277,-6.20E-04
278,-7.11E-04
279,-7.83E-04
280,-8.36E-04
281,-8.73E-04
282,-8.94E-04
283,-9.02E-04
284,-9.01E-04
285,-8.92E-04
286,-8.79E-04
287,-8.65E-04
288,-8.51E-04
289,-8.39E-04
290,-8.29E-04
291,-8.22E-04
292,-8.18E-04
293,-8.15E-04
294,-8.11E-04
295,-8.05E-04
296,-7.94E-04
297,-7.78E-04
298,-7.55E-04
299,-7.24E-04
300,-6.85E-04
301,-6.39E-04
302,-5.87E-04
303,-5.32E-04
304,-4.76E-04
305,-4.23E-04
306,-3.76E-04
307,-3.38E-04
308,-3.11E-04
309,-2.98E-04
310,-2.99E-04
311,-3.15E-04
312,-3.45E-04
313,-3.86E-04
314,-4.35E-04
315,-4.89E-04
316,-5.44E-04
317,-5.94E-04
318,-6.35E-04
319,-6.65E-04
320,-6.79E-04
321,-6.77E-04
322,-6.59E-04
323,-6.25E-04
324,-5.78E-04
325,-5.22E-04
326,-4.62E-04
327,-4.03E-04
328,-3.50E-04
329,-3.07E-04
330,-2.79E-04
331,-2.67E-04
332,-2.74E-04
333,-2.96E-04
334,-3.33E-04
335,-3.78E-04
336,-4.27E-04
337,-4.72E-04
338,-5.05E-04
339,-5.21E-04
340,-5.14E-04
341,-4.79E-04
342,-4.16E-04
343,-3.26E-04
344,-2.13E-04
345,-8.37E-05
346,0
347,0
348,0
349,0
350,0
