ev,measured spectrum,ev,retrived spectrum,ev,retrived spectrum dipole corrected,retrived spectrum phase dipole corrected
404.565,4.87019396106717E-5,124.212342,0.565290697674419,124.2,0.3292,-3.34
405.565,0,124.465206,0.570910852713178,124.5,0.3337,-3.58000000000003
406.565,4.87751756100863E-5,124.71807,0.576531007751938,124.8,0.3383,-3.71999999999998
407.565,0,124.970934,0.582248062015504,125,0.3429,-3.85999999999999
408.565,0,125.223798,0.587868217054264,125.3,0.3476,-4.10000000000002
409.565,0,125.476662,0.593391472868217,125.5,0.3522,-4.24
410.565,0,125.729526,0.599011627906977,125.8,0.3569,-4.38000000000005
411.565,0,125.98239,0.604631782945736,126,0.3616,-4.62000000000002
412.565,0,126.235254,0.610251937984496,126.3,0.3664,-4.76
413.565,0,126.488118,0.61577519379845,126.5,0.3711,-4.90000000000001
414.565,0,126.740982,0.621298449612403,126.8,0.3758,-5.14000000000001
415.565,0,126.993846,0.626821705426357,127,0.3806,-5.28000000000002
416.565,0,127.24671,0.63234496124031,127.3,0.3854,-5.52
417.565,4.89216476089154E-5,127.499574,0.637868217054264,127.5,0.3903,-5.66
418.565,0,127.752438,0.643391472868217,127.8,0.3951,-5.79999999999998
419.565,0,128.005302,0.648817829457364,128,0.4,-6.03999999999998
420.565,0,128.258166,0.654244186046512,128.3,0.4049,-6.18000000000003
421.565,0,128.51103,0.659670542635659,128.5,0.4098,-6.31999999999998
422.565,0,128.763894,0.665096899224806,128.8,0.4147,-6.56000000000001
423.565,0,129.016758,0.670523255813953,129.1,0.4196,-6.70000000000002
424.565,0,129.269622,0.675852713178295,129.3,0.4245,-6.84
425.565,0,129.522486,0.681182170542636,129.6,0.4295,-7.08000000000003
426.565,0,129.77535,0.686511627906977,129.8,0.4345,-7.22000000000001
427.565,0,130.028214,0.691744186046512,130.1,0.4394,-7.36000000000002
428.565,0,130.281078,0.697073643410853,130.3,0.4445,-7.59999999999999
429.565,0,130.533942,0.702306201550388,130.6,0.4495,-7.74
430.565,4.92145916065735E-5,130.786806,0.707441860465116,130.8,0.4544,-7.88000000000005
431.565,0,131.03967,0.712674418604651,131.1,0.4595,-8.11999999999999
432.565,0,131.292534,0.71781007751938,131.3,0.4645,-8.26
433.565,0,131.545398,0.722945736434109,131.6,0.4696,-8.40000000000001
434.565,0,131.798262,0.727984496124031,131.8,0.4746,-8.53999999999998
435.565,0,132.051126,0.73312015503876,132.1,0.4797,-8.78000000000002
436.565,0,132.30399,0.738062015503876,132.3,0.4848,-8.92
437.565,0,132.556854,0.743100775193798,132.6,0.4899,-9.05999999999998
438.565,0,132.809718,0.748042635658915,132.8,0.4951,-9.30000000000001
439.565,0,133.062582,0.752984496124031,133.1,0.5003,-9.44000000000002
440.565,0,133.315446,0.757829457364341,133.4,0.5054,-9.58000000000003
441.565,0,133.56831,0.762674418604651,133.6,0.5106,-9.82000000000001
442.565,0,133.821174,0.767519379844961,133.9,0.5159,-9.96000000000002
443.565,0,134.074038,0.772267441860465,134.1,0.5211,-10.1
444.565,0,134.326902,0.777015503875969,134.4,0.5264,-10.24
445.565,0,134.579766,0.781763565891473,134.6,0.5316,-10.48
446.565,0,134.83263,0.786414728682171,134.9,0.5368,-10.62
447.565,0,135.085494,0.791065891472868,135.1,0.542,-10.76
448.565,0,135.338358,0.79562015503876,135.4,0.5472,-11
449.565,0,135.591222,0.800174418604651,135.6,0.5525,-11.14
450.565,0,135.844086,0.804631782945736,135.9,0.5577,-11.28
451.565,0,136.09695,0.809089147286822,136.1,0.5629,-11.42
452.565,0,136.349814,0.813546511627907,136.4,0.5682,-11.66
453.565,0,136.602678,0.817906976744186,136.6,0.5735,-11.8
454.565,0,136.855542,0.822170542635659,136.9,0.5787,-11.94
455.565,0,137.108406,0.826434108527132,137.1,0.5838,-12.1800000000001
456.565,0,137.36127,0.830697674418605,137.4,0.5891,-12.32
457.565,0,137.614134,0.834864341085271,137.6,0.5942,-12.46
458.565,0,137.866998,0.839031007751938,137.9,0.5995,-12.6
459.565,0,138.119862,0.843100775193798,138.2,0.6047,-12.84
460.565,0,138.372726,0.847170542635659,138.4,0.6099,-12.98
461.565,0,138.62559,0.851143410852713,138.7,0.6151,-13.12
462.565,0,138.878454,0.855116279069767,138.9,0.6204,-13.26
463.565,0,139.131318,0.858992248062015,139.2,0.6255,-13.5
464.565,0,139.384182,0.862771317829457,139.4,0.6305,-13.64
465.565,0,139.637046,0.866647286821705,139.7,0.6357,-13.78
466.565,0,139.88991,0.870329457364341,139.9,0.6408,-13.92
467.565,0,140.142774,0.874011627906977,140.2,0.6459,-14.16
468.565,0,140.395638,0.877693798449612,140.4,0.6511,-14.3
469.565,0,140.648502,0.881279069767442,140.7,0.6562,-14.44
470.565,0,140.901366,0.884767441860465,140.9,0.6613,-14.58
471.565,0,141.15423,0.888255813953488,141.2,0.6664,-14.82
472.565,0,141.407094,0.891647286821705,141.4,0.6714,-14.96
473.565,0,141.659958,0.895038759689922,141.7,0.6764,-15.1
474.565,0,141.912822,0.898333333333333,141.9,0.6813,-15.24
475.565,0,142.165686,0.901627906976744,142.2,0.6864,-15.38
476.565,0,142.41855,0.904825581395349,142.5,0.6913,-15.62
477.565,0,142.671414,0.907926356589147,142.7,0.6963,-15.76
478.565,0,142.924278,0.911027131782946,143,0.7012,-15.9
479.565,0,143.177142,0.914031007751938,143.2,0.7062,-16.04
480.565,0,143.430006,0.91703488372093,143.5,0.7112,-16.28
481.565,0,143.68287,0.919941860465116,143.7,0.716,-16.42
482.565,0,143.935734,0.922848837209302,144,0.7208,-16.56
483.565,0,144.188598,0.925658914728682,144.2,0.7256,-16.7
484.565,0,144.441462,0.928372093023256,144.5,0.7304,-16.84
485.565,0,144.694326,0.931085271317829,144.7,0.7352,-17.08
486.565,0,144.94719,0.933701550387597,145,0.7399,-17.22
487.565,0,145.200054,0.936220930232558,145.2,0.7446,-17.36
488.565,0,145.452918,0.938740310077519,145.5,0.7494,-17.5
489.565,0,145.705782,0.941162790697674,145.7,0.7541,-17.64
490.565,0,145.958646,0.943585271317829,146,0.7587,-17.78
491.565,0,146.21151,0.945910852713178,146.2,0.7633,-18.02
492.565,0,146.464374,0.948236434108527,146.5,0.7679,-18.16
493.565,0,146.717238,0.950368217054264,146.8,0.7724,-18.3
494.565,0,146.970102,0.952596899224806,147,0.777,-18.44
495.565,0,147.222966,0.954631782945736,147.3,0.7814,-18.58
496.565,0,147.47583,0.956666666666667,147.5,0.7859,-18.82
497.565,0,147.728694,0.958701550387597,147.8,0.7904,-18.96
498.565,0,147.981558,0.960930232558139,148,0.7952,-19.1
499.565,0,148.234422,0.962868217054264,148.3,0.7996,-19.24
500.565,0,148.487286,0.963837209302326,148.5,0.8032,-19.38
501.565,0,148.74015,0.96577519379845,148.8,0.8076,-19.52
502.565,0,148.993014,0.967713178294574,149,0.8121,-19.66
503.565,0,149.245878,0.969651162790698,149.3,0.8166,-19.9
504.565,0,149.498742,0.97062015503876,149.5,0.8203,-20.04
505.565,0,149.751606,0.972558139534884,149.8,0.8249,-20.18
506.565,0,150.00447,0.973527131782946,150,0.8287,-20.32
507.565,0,150.257334,0.97546511627907,150.3,0.8333,-20.46
508.565,0,150.510198,0.976434108527132,150.5,0.8371,-20.6
509.565,0,150.763062,0.977403100775194,150.8,0.8408,-20.74
510.565,0,151.015926,0.978372093023256,151.1,0.8445,-20.98
511.565,0,151.26879,0.98031007751938,151.3,0.8491,-21.12
512.565,0,151.521654,0.981279069767442,151.6,0.8529,-21.26
513.565,0,151.774518,0.982248062015504,151.8,0.8568,-21.4
514.565,0,152.027382,0.983217054263566,152.1,0.8606,-21.54
515.565,0,152.280246,0.984186046511628,152.3,0.8645,-21.68
516.565,0,152.53311,0.984186046511628,152.6,0.8675,-21.82
517.565,0,152.785974,0.98515503875969,152.8,0.8715,-21.96
518.565,0,153.038838,0.986124031007752,153.1,0.8753,-22.1
519.565,0,153.291702,0.987093023255814,153.3,0.8792,-22.34
520.565,0,153.544566,0.987093023255814,153.6,0.8822,-22.48
,,153.79743,0.988062015503876,153.8,0.8861,-22.62
,,154.050294,0.988062015503876,154.1,0.8891,-22.76
,,154.303158,0.989031007751938,154.3,0.893,-22.9
,,154.556022,0.989031007751938,154.6,0.8961,-23.04
,,154.808886,0.989031007751938,154.8,0.8992,-23.18
,,155.06175,0.989031007751938,155.1,0.9024,-23.32
,,155.314614,0.99,155.3,0.9064,-23.46
,,155.567478,0.99,155.6,0.9094,-23.6
,,155.820342,0.99,155.9,0.9122,-23.74
,,156.073206,0.99,156.1,0.9151,-23.88
,,156.32607,0.99,156.4,0.918,-24.12
,,156.578934,0.99,156.6,0.9209,-24.26
,,156.831798,0.989031007751938,156.9,0.923,-24.4
,,157.084662,0.989031007751938,157.1,0.926,-24.54
,,157.337526,0.989031007751938,157.4,0.9289,-24.68
,,157.59039,0.988062015503876,157.6,0.931,-24.82
,,157.843254,0.988062015503876,157.9,0.934,-24.96
,,158.096118,0.988062015503876,158.1,0.9369,-25.1
,,158.348982,0.987093023255814,158.4,0.9388,-25.24
,,158.601846,0.986124031007752,158.6,0.9406,-25.38
,,158.85471,0.986124031007752,158.9,0.9434,-25.52
,,159.107574,0.98515503875969,159.1,0.9453,-25.66
,,159.360438,0.984186046511628,159.4,0.9473,-25.8
,,159.613302,0.984186046511628,159.6,0.9501,-25.94
,,159.866166,0.983217054263566,159.9,0.952,-26.08
,,160.11903,0.982248062015504,160.2,0.954,-26.22
,,160.371894,0.981279069767442,160.4,0.956,-26.36
,,160.624758,0.98031007751938,160.7,0.9579,-26.5
,,160.877622,0.979341085271318,160.9,0.9597,-26.64
,,161.130486,0.978372093023256,161.2,0.9616,-26.78
,,161.38335,0.976434108527132,161.4,0.9625,-26.92
,,161.636214,0.97546511627907,161.7,0.9644,-27.06
,,161.889078,0.974496124031008,161.9,0.9663,-27.2
,,162.141942,0.973527131782946,162.2,0.9682,-27.34
,,162.394806,0.971589147286822,162.4,0.9692,-27.48
,,162.64767,0.97062015503876,162.7,0.9711,-27.62
,,162.900534,0.968682170542636,162.9,0.9721,-27.76
,,163.153398,0.967713178294574,163.2,0.974,-27.9
,,163.406262,0.96577519379845,163.4,0.9748,-28.04
,,163.659126,0.963837209302326,163.7,0.9757,-28.18
,,163.91199,0.962868217054264,163.9,0.9775,-28.32
,,164.164854,0.960930232558139,164.2,0.9784,-28.46
,,164.417718,0.958992248062015,164.5,0.9793,-28.6
,,164.670582,0.957441860465116,164.7,0.9806,-28.74
,,164.923446,0.955697674418605,165,0.9817,-28.88
,,165.17631,0.953856589147287,165.2,0.9827,-29.02
,,165.429174,0.951918604651163,165.5,0.9836,-29.16
,,165.682038,0.949980620155039,165.7,0.9845,-29.3
,,165.934902,0.948042635658915,166,0.9853,-29.44
,,166.187766,0.946007751937984,166.2,0.986,-29.57
,,166.44063,0.943972868217054,166.5,0.9867,-29.7
,,166.693494,0.941841085271318,166.7,0.9873,-29.84
,,166.946358,0.939709302325581,167,0.9879,-29.97
,,167.199222,0.937480620155039,167.2,0.9884,-30.1
,,167.452086,0.935251937984496,167.5,0.9889,-30.23
,,167.70495,0.933023255813954,167.7,0.9894,-30.36
,,167.957814,0.930697674418605,168,0.9898,-30.5
,,168.210678,0.928372093023256,168.2,0.9902,-30.63
,,168.463542,0.926046511627907,168.5,0.9906,-30.76
,,168.716406,0.923624031007752,168.8,0.9908,-30.89
,,168.96927,0.921201550387597,169,0.991,-31.02
,,169.222134,0.918682170542636,169.3,0.991,-31.15
,,169.474998,0.916162790697674,169.5,0.9911,-31.28
,,169.727862,0.913643410852713,169.8,0.9912,-31.41
,,169.980726,0.911027131782946,170,0.9912,-31.53
,,170.23359,0.908410852713178,170.3,0.9912,-31.66
,,170.486454,0.905794573643411,170.5,0.9912,-31.79
,,170.739318,0.903081395348837,170.8,0.991,-31.92
,,170.992182,0.900368217054264,171,0.9909,-32.05
,,171.245046,0.89765503875969,171.3,0.9907,-32.17
,,171.49791,0.89484496124031,171.5,0.9903,-32.3
,,171.750774,0.89203488372093,171.8,0.99,-32.42
,,172.003638,0.88922480620155,172,0.9896,-32.55
,,172.256502,0.886317829457364,172.3,0.9891,-32.68
,,172.509366,0.883507751937984,172.5,0.9888,-32.8
,,172.76223,0.880503875968992,172.8,0.9882,-32.93
,,173.015094,0.877596899224806,173.1,0.9877,-33.05
,,173.267958,0.874593023255814,173.3,0.9871,-33.17
,,173.520822,0.871589147286822,173.6,0.9865,-33.3
,,173.773686,0.868585271317829,173.8,0.9859,-33.42
,,174.02655,0.865581395348837,174.1,0.9857,-33.54
,,174.279414,0.862480620155039,174.3,0.9858,-33.67
,,174.532278,0.85937984496124,174.6,0.9858,-33.79
,,174.785142,0.856279069767442,174.8,0.9858,-33.91
,,175.038006,0.853081395348837,175.1,0.9857,-34.03
,,175.29087,0.849883720930233,175.3,0.9856,-34.15
,,175.543734,0.846686046511628,175.6,0.9855,-34.27
,,175.796598,0.843488372093023,175.8,0.9854,-34.39
,,176.049462,0.840290697674419,176.1,0.9853,-34.51
,,176.302326,0.836996124031008,176.3,0.9851,-34.63
,,176.55519,0.833701550387597,176.6,0.9849,-34.75
,,176.808054,0.830406976744186,176.8,0.9855,-34.87
,,177.060918,0.827112403100775,177.1,0.9869,-34.99
,,177.313782,0.823817829457364,177.3,0.9883,-35.11
,,177.566646,0.820426356589147,177.6,0.9896,-35.22
,,177.81951,0.81703488372093,177.9,0.991,-35.34
,,178.072374,0.813643410852713,178.1,0.9923,-35.46
,,178.325238,0.810251937984496,178.4,0.9937,-35.57
,,178.578102,0.806860465116279,178.6,0.9951,-35.69
,,178.830966,0.803372093023256,178.9,0.9964,-35.81
,,179.08383,0.799980620155039,179.1,0.9978,-35.93
,,179.336694,0.796492248062015,179.4,0.9991,-36.05
,,179.589558,0.793003875968992,179.6,1,-36.16
,,179.842422,0.789515503875969,179.9,0.9986,-36.27
,,180.095286,0.786027131782946,180.1,0.9972,-36.39
,,180.34815,0.782538759689922,180.4,0.9957,-36.5
,,180.601014,0.778953488372093,180.6,0.9942,-36.61
,,180.853878,0.77546511627907,180.9,0.9927,-36.73
,,181.106742,0.77187984496124,181.1,0.9911,-36.84
,,181.359606,0.768294573643411,181.4,0.9895,-36.95
,,181.61247,0.764709302325581,181.6,0.9879,-37.06
,,181.865334,0.761124031007752,181.9,0.9863,-37.17
,,182.118198,0.757538759689922,182.2,0.9847,-37.28
,,182.371062,0.753953488372093,182.4,0.9831,-37.39
,,182.623926,0.750368217054264,182.7,0.9814,-37.5
,,182.87679,0.746782945736434,182.9,0.9796,-37.61
,,183.129654,0.743100775193798,183.2,0.9777,-37.72
,,183.382518,0.739515503875969,183.4,0.976,-37.83
,,183.635382,0.735833333333333,183.7,0.974,-37.94
,,183.888246,0.732248062015504,183.9,0.9723,-38.05
,,184.14111,0.728565891472868,184.2,0.9703,-38.16
,,184.393974,0.724883720930233,184.4,0.9684,-38.26
,,184.646838,0.721298449612403,184.7,0.9666,-38.37
,,184.899702,0.717616279069767,184.9,0.9646,-38.48
,,185.152566,0.713934108527132,185.2,0.9626,-38.58
,,185.40543,0.710251937984496,185.4,0.9606,-38.69
,,185.658294,0.70656976744186,185.7,0.9585,-38.79
,,185.911158,0.702887596899225,185.9,0.9563,-38.9
,,186.164022,0.699205426356589,186.2,0.9542,-39
,,186.416886,0.695523255813953,186.5,0.952,-39.1
,,186.66975,0.691841085271318,186.7,0.9498,-39.21
,,186.922614,0.688158914728682,187,0.9476,-39.31
,,187.175478,0.684476744186047,187.2,0.9454,-39.41
,,187.428342,0.680891472868217,187.5,0.9433,-39.52
,,187.681206,0.677209302325581,187.7,0.941,-39.62
,,187.93407,0.673527131782946,188,0.9388,-39.72
,,188.186934,0.66984496124031,188.2,0.9365,-39.82
,,188.439798,0.666162790697674,188.5,0.9342,-39.92
,,188.692662,0.662480620155039,188.7,0.9318,-40.02
,,188.945526,0.658798449612403,189,0.9294,-40.12
,,189.19839,0.655116279069767,189.2,0.9269,-40.22
,,189.451254,0.651434108527132,189.5,0.9244,-40.32
,,189.704118,0.647751937984496,189.7,0.922,-40.42
,,189.956982,0.644166666666667,190,0.9196,-40.52
,,190.209846,0.640484496124031,190.2,0.9171,-40.61
,,190.46271,0.636802325581395,190.5,0.9146,-40.71
,,190.715574,0.633217054263566,190.8,0.9121,-40.81
,,190.968438,0.62953488372093,191,0.9096,-40.91
,,191.221302,0.625949612403101,191.3,0.9072,-41
,,191.474166,0.622267441860465,191.5,0.9046,-41.1
,,191.72703,0.618682170542636,191.8,0.9019,-41.19
,,191.979894,0.615,192,0.8992,-41.29
,,192.232758,0.611414728682171,192.3,0.8965,-41.38
,,192.485622,0.607829457364341,192.5,0.8939,-41.48
,,192.738486,0.604244186046512,192.8,0.8912,-41.57
,,192.99135,0.600658914728682,193,0.8885,-41.66
,,193.244214,0.597073643410853,193.3,0.8858,-41.76
,,193.497078,0.593488372093023,193.5,0.8831,-41.85
,,193.749942,0.589903100775194,193.8,0.8804,-41.95
,,194.002806,0.586317829457364,194,0.8776,-42.04
,,194.25567,0.582829457364341,194.3,0.875,-42.13
,,194.508534,0.579244186046512,194.5,0.8722,-42.22
,,194.761398,0.575755813953488,194.8,0.8695,-42.31
,,195.014262,0.572267441860465,195,0.8667,-42.4
,,195.267126,0.568682170542636,195.3,0.8637,-42.49
,,195.51999,0.565193798449612,195.6,0.8609,-42.58
,,195.772854,0.561705426356589,195.8,0.858,-42.67
,,196.025718,0.558313953488372,196.1,0.8553,-42.76
,,196.278582,0.554825581395349,196.3,0.8524,-42.85
,,196.531446,0.551337209302326,196.6,0.8495,-42.93
,,196.78431,0.547945736434108,196.8,0.8468,-43.02
,,197.037174,0.544457364341085,197.1,0.8439,-43.11
,,197.290038,0.541065891472868,197.3,0.8411,-43.19
,,197.542902,0.537674418604651,197.6,0.8383,-43.28
,,197.795766,0.534282945736434,197.8,0.8354,-43.36
,,198.04863,0.530891472868217,198.1,0.8324,-43.45
,,198.301494,0.5275,198.3,0.8295,-43.53
,,198.554358,0.524108527131783,198.6,0.8265,-43.62
,,198.807222,0.520813953488372,198.8,0.8236,-43.7
,,199.060086,0.517519379844961,199.1,0.8207,-43.78
,,199.31295,0.514127906976744,199.3,0.8177,-43.87
,,199.565814,0.510833333333333,199.6,0.8148,-43.95
,,199.818678,0.507538759689922,199.9,0.8119,-44.03
,,200.071542,0.504341085271318,200.1,0.8091,-44.11
,,200.324406,0.501046511627907,200.4,0.8061,-44.19
,,200.57727,0.497848837209302,200.6,0.8033,-44.27
,,200.830134,0.494554263565891,200.9,0.8003,-44.35
,,201.082998,0.491356589147287,201.1,0.7974,-44.43
,,201.335862,0.488158914728682,201.4,0.7944,-44.51
,,201.588726,0.484961240310078,201.6,0.7914,-44.59
,,201.84159,0.481763565891473,201.9,0.7884,-44.67
,,202.094454,0.478662790697674,202.1,0.7855,-44.75
,,202.347318,0.47546511627907,202.4,0.7825,-44.82
,,202.600182,0.472364341085271,202.6,0.7796,-44.9
,,202.853046,0.469263565891473,202.9,0.7767,-44.98
,,203.10591,0.466162790697674,203.1,0.7738,-45.05
,,203.358774,0.463062015503876,203.4,0.7708,-45.13
,,203.611638,0.460058139534884,203.6,0.768,-45.2
,,203.864502,0.456957364341085,203.9,0.765,-45.28
,,204.117366,0.453953488372093,204.2,0.7622,-45.35
,,204.37023,0.450949612403101,204.4,0.7592,-45.43
,,204.623094,0.447945736434109,204.7,0.7563,-45.5
,,204.875958,0.444941860465116,204.9,0.7533,-45.57
,,205.128822,0.44203488372093,205.2,0.7504,-45.65
,,205.381686,0.439031007751938,205.4,0.7474,-45.72
,,205.63455,0.436124031007752,205.7,0.7446,-45.79
,,205.887414,0.433217054263566,205.9,0.7417,-45.86
,,206.140278,0.43031007751938,206.2,0.7388,-45.93
,,206.393142,0.427403100775194,206.4,0.7359,-46
,,206.646006,0.424496124031008,206.7,0.7329,-46.07
,,206.89887,0.421686046511628,206.9,0.7301,-46.14
,,207.151734,0.418875968992248,207.2,0.7273,-46.21
,,207.404598,0.416065891472868,207.4,0.7245,-46.28
,,207.657462,0.413255813953488,207.7,0.7216,-46.35
,,207.910326,0.410445736434108,207.9,0.7187,-46.41
,,208.16319,0.407635658914729,208.2,0.7157,-46.48
,,208.416054,0.404922480620155,208.5,0.7129,-46.55
,,208.668918,0.402209302325581,208.7,0.7101,-46.61
,,208.921782,0.399496124031008,209,0.7073,-46.68
,,209.174646,0.396782945736434,209.2,0.7044,-46.75
,,209.42751,0.39406976744186,209.5,0.7015,-46.81
,,209.680374,0.391453488372093,209.7,0.6988,-46.88
,,209.933238,0.388740310077519,210,0.6959,-46.94
,,210.186102,0.386124031007752,210.2,0.6932,-47
,,210.438966,0.383507751937985,210.5,0.6905,-47.07
,,210.69183,0.380891472868217,210.7,0.6877,-47.14
,,210.944694,0.37827519379845,211,0.6849,-47.2
,,211.197558,0.375755813953488,211.2,0.6823,-47.26
,,211.450422,0.373236434108527,211.5,0.6797,-47.32
,,211.703286,0.37062015503876,211.7,0.6769,-47.39
,,211.95615,0.368197674418605,212,0.6745,-47.45
,,212.209014,0.365678294573643,212.2,0.6718,-47.51
,,212.461878,0.363158914728682,212.5,0.6692,-47.57
,,212.714742,0.360736434108527,212.7,0.6667,-47.63
,,212.967606,0.358217054263566,213,0.664,-47.68
,,213.22047,0.355794573643411,213.3,0.6614,-47.74
,,213.473334,0.353372093023256,213.5,0.6589,-47.8
,,213.726198,0.350949612403101,213.8,0.6563,-47.86
,,213.979062,0.348624031007752,214,0.654,-47.91
,,214.231926,0.346201550387597,214.3,0.6514,-47.97
,,214.48479,0.343875968992248,214.5,0.6489,-48.03
,,214.737654,0.341550387596899,214.8,0.6464,-48.08
,,214.990518,0.33922480620155,215,0.6438,-48.14
,,215.243382,0.336899224806202,215.3,0.6413,-48.19
,,215.496246,0.334573643410853,215.5,0.6388,-48.24
,,215.74911,0.33234496124031,215.8,0.6364,-48.298
,,216.001974,0.330019379844961,216,0.6338,-48.352
,,216.254838,0.327790697674419,216.3,0.6314,-48.404
,,216.507702,0.325562015503876,216.5,0.629,-48.457
,,216.760566,0.323333333333333,216.8,0.6265,-48.509
,,217.01343,0.321104651162791,217,0.6241,-48.561
,,217.266294,0.318972868217054,217.3,0.6218,-48.612
,,217.519158,0.316744186046512,217.6,0.6193,-48.663
,,217.772022,0.314612403100775,217.8,0.617,-48.713
,,218.024886,0.312480620155039,218.1,0.6146,-48.763
,,218.27775,0.310348837209302,218.3,0.6122,-48.812
,,218.530614,0.308217054263566,218.6,0.6098,-48.861
,,218.783478,0.306182170542636,218.8,0.6075,-48.91
,,219.036342,0.304050387596899,219.1,0.6051,-48.958
,,219.289206,0.302015503875969,219.3,0.6028,-49.006
,,219.54207,0.299980620155039,219.6,0.6005,-49.052
,,219.794934,0.297945736434109,219.8,0.5982,-49.099
,,220.047798,0.295910852713178,220.1,0.5959,-49.145
,,220.300662,0.293875968992248,220.3,0.5936,-49.191
,,220.553526,0.291841085271318,220.6,0.5913,-49.236
,,220.80639,0.289903100775194,220.8,0.5891,-49.281
,,221.059254,0.287868217054264,221.1,0.5868,-49.325
,,221.312118,0.285930232558139,221.3,0.5845,-49.3693
,,221.564982,0.283992248062015,221.6,0.5823,-49.4127
,,221.817846,0.282054263565891,221.9,0.58,-49.4557
,,222.07071,0.280116279069767,222.1,0.5777,-49.4982
,,222.323574,0.27827519379845,222.4,0.5755,-49.5404
,,222.576438,0.276337209302326,222.6,0.5732,-49.582
,,222.829302,0.274496124031008,222.9,0.5711,-49.623
,,223.082166,0.272558139534884,223.1,0.5687,-49.664
,,223.33503,0.270717054263566,223.4,0.5665,-49.704
,,223.587894,0.268875968992248,223.6,0.5644,-49.744
,,223.840758,0.26703488372093,223.9,0.5622,-49.783
,,224.093622,0.265290697674419,224.1,0.5602,-49.822
,,224.346486,0.263449612403101,224.4,0.5579,-49.86
,,224.59935,0.261608527131783,224.6,0.5557,-49.899
,,224.852214,0.259864341085271,224.9,0.5536,-49.936
,,225.105078,0.25812015503876,225.1,0.5515,-49.973
,,225.357942,0.256375968992248,225.4,0.5494,-50.009
,,225.610806,0.254631782945736,225.6,0.5472,-50.045
,,225.86367,0.252887596899225,225.9,0.545,-50.08
,,226.116534,0.251143410852713,226.2,0.5429,-50.115
,,226.369398,0.249399224806202,226.4,0.5407,-50.15
,,226.622262,0.247751937984496,226.7,0.5387,-50.185
,,226.875126,0.246007751937984,226.9,0.5364,-50.219
,,227.12799,0.244360465116279,227.2,0.5344,-50.252
,,227.380854,0.242713178294574,227.4,0.5324,-50.284
,,227.633718,0.241065891472868,227.7,0.5303,-50.317
,,227.886582,0.239418604651163,227.9,0.5283,-50.348
,,228.139446,0.237771317829457,228.2,0.5262,-50.38
,,228.39231,0.236124031007752,228.4,0.5241,-50.41
,,228.645174,0.234476744186047,228.7,0.522,-50.44
,,228.898038,0.232926356589147,228.9,0.52,-50.47
,,229.150902,0.231279069767442,229.2,0.5178,-50.5
,,229.403766,0.229728682170543,229.4,0.5158,-50.52
,,229.65663,0.228178294573643,229.7,0.5138,-50.56
,,229.909494,0.226531007751938,229.9,0.5116,-50.59
,,230.162358,0.224980620155039,230.2,0.5096,-50.62
,,230.415222,0.22343023255814,230.5,0.5076,-50.65
,,230.668086,0.221976744186047,230.7,0.5057,-50.67
,,230.92095,0.220426356589147,231,0.5037,-50.7
,,231.173814,0.218875968992248,231.2,0.5016,-50.72
,,231.426678,0.217422480620155,231.5,0.4997,-50.75
,,231.679542,0.215872093023256,231.7,0.4977,-50.77
,,231.932406,0.214418604651163,232,0.4958,-50.8
,,232.18527,0.21296511627907,232.2,0.4939,-50.82
,,232.438134,0.211414728682171,232.5,0.4917,-50.85
,,232.690998,0.209961240310078,232.7,0.4897,-50.87
,,232.943862,0.208507751937984,233,0.4877,-50.89
,,233.196726,0.207054263565891,233.2,0.4857,-50.91
,,233.44959,0.205697674418605,233.5,0.4839,-50.93
,,233.702454,0.204244186046512,233.7,0.4819,-50.95
,,233.955318,0.202790697674419,234,0.4798,-50.97
,,234.208182,0.201434108527132,234.2,0.478,-50.99
,,234.461046,0.199980620155039,234.5,0.476,-51.01
,,234.71391,0.198624031007752,234.7,0.4741,-51.03
,,234.966774,0.197170542635659,235,0.472,-51.05
,,235.219638,0.195813953488372,235.3,0.4702,-51.07
,,235.472502,0.194457364341085,235.5,0.4683,-51.09
,,235.725366,0.193100775193798,235.8,0.4664,-51.1
,,235.97823,0.191744186046512,236,0.4645,-51.12
,,236.231094,0.190387596899225,236.3,0.4625,-51.14
,,236.483958,0.189031007751938,236.5,0.4605,-51.15
,,236.736822,0.187771317829457,236.8,0.4588,-51.17
,,236.989686,0.186414728682171,237,0.4568,-51.18
,,237.24255,0.185058139534884,237.3,0.4548,-51.2
,,237.495414,0.183798449612403,237.5,0.453,-51.21
,,237.748278,0.182538759689922,237.8,0.4512,-51.22
,,238.001142,0.181182170542636,238,0.4491,-51.23
,,238.254006,0.179922480620155,238.3,0.4473,-51.25
,,238.50687,0.178662790697674,238.5,0.4455,-51.26
,,238.759734,0.177403100775194,238.8,0.4437,-51.27
,,239.012598,0.176046511627907,239,0.4416,-51.28
,,239.265462,0.174883720930233,239.3,0.44,-51.29
,,239.518326,0.173624031007752,239.6,0.4381,-51.3
,,239.77119,0.172364341085271,239.8,0.4362,-51.31
,,240.024054,0.171104651162791,240.1,0.4342,-51.32
,,240.276918,0.16984496124031,240.3,0.4323,-51.33
,,240.529782,0.168682170542636,240.6,0.4305,-51.33
,,240.782646,0.167422480620155,240.8,0.4286,-51.34
,,241.03551,0.166259689922481,241.1,0.4268,-51.35
,,241.288374,0.165,241.3,0.4248,-51.35
,,241.541238,0.163837209302326,241.6,0.4231,-51.36
